company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
ULTRACEMCO,Mar-24,+,-,-,Shareholder Returns
UNIONBANK,Mar-13,-,-,+,Growth Funded by Debt
UNIONBANK,Mar-14,+,-,+,Mixed
UNIONBANK,Mar-15,-,-,+,Growth Funded by Debt
UNIONBANK,Mar-16,+,-,-,Shareholder Returns
UNIONBANK,Mar-17,-,-,+,Growth Funded by Debt
UNIONBANK,Mar-18,+,-,+,Mixed
UNIONBANK,Mar-19,-,-,+,Growth Funded by Debt
UNIONBANK,Mar-20,-,-,+,Growth Funded by Debt
UNIONBANK,Mar-21,+,-,-,Shareholder Returns
UNIONBANK,Mar-22,+,-,-,Shareholder Returns
UNIONBANK,Mar-23,+,-,-,Reinvestor
UNIONBANK,Mar-24,+,-,-,Shareholder Returns
UNITDSPR,Mar-13,+,-,-,Reinvestor
UNITDSPR,Mar-14,-,-,+,Growth Funded by Debt
UNITDSPR,Mar-15,-,+,-,Unknown
UNITDSPR,Mar-16,+,+,-,Liquidating Assets
UNITDSPR,Mar-17,+,-,-,Reinvestor
UNITDSPR,Mar-18,+,+,-,Liquidating Assets
UNITDSPR,Mar-19,+,-,-,Shareholder Returns
UNITDSPR,Mar-20,+,-,-,Reinvestor
UNITDSPR,Mar-21,+,-,-,Shareholder Returns
UNITDSPR,Mar-22,+,-,-,Reinvestor
UNITDSPR,Mar-23,+,-,-,Shareholder Returns
UNITDSPR,Mar-24,+,+,-,Liquidating Assets
VBL,Dec-12,+,-,+,Mixed
VBL,Dec-13,+,-,+,Mixed
VBL,Dec-14,+,-,+,Mixed
VBL,Dec-15,+,-,-,Shareholder Returns
VBL,Dec-16,+,-,+,Mixed
VBL,Dec-17,+,-,+,Mixed
VBL,Dec-18,+,-,-,Reinvestor
VBL,Dec-19,+,-,+,Mixed
VBL,Dec-20,+,-,-,Reinvestor
VBL,Dec-21,+,-,-,Shareholder Returns
VBL,Dec-22,+,-,-,Shareholder Returns
VBL,Dec-23,+,-,+,Mixed
VEDL,Mar-13,+,-,+,Mixed
VEDL,Mar-14,+,-,-,Shareholder Returns
VEDL,Mar-15,+,-,-,Reinvestor
VEDL,Mar-16,+,-,-,Shareholder Returns
VEDL,Mar-17,+,+,-,Liquidating Assets
VEDL,Mar-18,+,+,-,Liquidating Assets
VEDL,Mar-19,+,-,-,Shareholder Returns
VEDL,Mar-20,+,-,-,Reinvestor
VEDL,Mar-21,+,-,-,Reinvestor
VEDL,Mar-22,+,-,-,Shareholder Returns
VEDL,Mar-23,+,-,-,Reinvestor
VEDL,Mar-24,+,-,-,Reinvestor
WIPRO,Mar-13,+,-,-,Shareholder Returns
WIPRO,Mar-14,+,-,-,Shareholder Returns
WIPRO,Mar-15,+,-,-,Shareholder Returns
WIPRO,Mar-16,+,-,-,Reinvestor
WIPRO,Mar-17,+,-,-,Reinvestor
WIPRO,Mar-18,+,+,-,Liquidating Assets
WIPRO,Mar-19,+,+,-,Liquidating Assets
WIPRO,Mar-20,+,+,-,Liquidating Assets
WIPRO,Mar-21,+,+,-,Liquidating Assets
WIPRO,Mar-22,+,-,+,Mixed
WIPRO,Mar-23,+,-,-,Reinvestor
WIPRO,Mar-24,+,+,-,Liquidating Assets
ZOMATO,Mar-20,-,+,+,Distress Signal
ZOMATO,Mar-21,-,-,+,Growth Funded by Debt
ZOMATO,Mar-22,-,-,+,Growth Funded by Debt
ZOMATO,Mar-23,-,+,-,Unknown
ZOMATO,Mar-24,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar-13,+,-,+,Mixed
ZYDUSLIFE,Mar-14,+,-,-,Reinvestor
ZYDUSLIFE,Mar-15,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar-16,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar-17,+,-,+,Mixed
ZYDUSLIFE,Mar-18,+,-,+,Mixed
ZYDUSLIFE,Mar-19,+,-,+,Mixed
ZYDUSLIFE,Mar-20,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar-21,+,-,-,Reinvestor
ZYDUSLIFE,Mar-22,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar-23,+,+,-,Liquidating Assets
ZYDUSLIFE,Mar-24,+,-,-,Reinvestor
